iter	Accuracy	Logloss
881	0.8664032777	0.3456590286
882	0.8664032777	0.3456580793
883	0.8662569505	0.3456380883
884	0.8659642962	0.3456177107
885	0.8659642962	0.3456169499
886	0.8659642962	0.3456005658
887	0.8659642962	0.3455997515
888	0.8659642962	0.345596246
889	0.8659642962	0.3455905638
890	0.8661106234	0.345582835
891	0.8662569505	0.3455336391
892	0.8662569505	0.3455253581
893	0.8662569505	0.3455123974
894	0.8662569505	0.3454988331
895	0.8662569505	0.3454873974
896	0.8662569505	0.3454859119
897	0.8662569505	0.3454682395
898	0.8661106234	0.3454595088
899	0.8661106234	0.3454530358
900	0.8661106234	0.3454431055
901	0.8659642962	0.3454262008
902	0.8661106234	0.3454155873
903	0.8661106234	0.3454143905
904	0.8661106234	0.3454064723
905	0.865817969	0.3454016454
906	0.865817969	0.345390141
907	0.865817969	0.3453880061
908	0.865817969	0.3453868196
909	0.8659642962	0.3453726805
910	0.8661106234	0.3453696894
911	0.8659642962	0.3453661402
912	0.8661106234	0.3453326558
913	0.8661106234	0.3452889691
914	0.8661106234	0.3452714663
915	0.8659642962	0.3452600249
916	0.8659642962	0.3452541441
917	0.8659642962	0.3452479765
918	0.865817969	0.3452346171
919	0.865817969	0.3452333737
920	0.865817969	0.3452302114
921	0.865817969	0.3452275999
922	0.8661106234	0.3451717423
923	0.8661106234	0.3451576304
924	0.8661106234	0.345156299
925	0.8661106234	0.3451528867
926	0.8662569505	0.3451350571
927	0.8662569505	0.3451268097
928	0.8661106234	0.3451098623
929	0.8662569505	0.3450941791
930	0.8662569505	0.3450719506
931	0.8662569505	0.3450689116
932	0.8662569505	0.3450666489
933	0.8662569505	0.3450446569
934	0.8662569505	0.3450359163
935	0.8664032777	0.3449844623
936	0.8666959321	0.3449642817
937	0.8666959321	0.3449582096
938	0.8668422593	0.3449114442
939	0.8668422593	0.3448645862
940	0.8668422593	0.3448632674
941	0.8669885865	0.3448370787
942	0.8669885865	0.3448156679
943	0.8668422593	0.3448076426
944	0.8668422593	0.3448069514
945	0.8668422593	0.3448065724
946	0.8668422593	0.3447829881
947	0.8668422593	0.34477715
948	0.8668422593	0.3447683841
949	0.8666959321	0.3447666851
950	0.8668422593	0.3447638628
951	0.8666959321	0.3447623628
952	0.8666959321	0.3447605571
953	0.8666959321	0.3447591943
954	0.8666959321	0.3447573449
955	0.8666959321	0.3447521623
956	0.8668422593	0.3446832707
957	0.8668422593	0.3446797077
958	0.8668422593	0.3446711578
959	0.8668422593	0.3446302647
960	0.8668422593	0.3446263977
961	0.8668422593	0.3446079235
962	0.8668422593	0.3446033203
963	0.8668422593	0.3445723762
964	0.8668422593	0.3445487075
965	0.8668422593	0.3445387941
966	0.8668422593	0.3445372255
967	0.8668422593	0.3444761832
968	0.8668422593	0.3444291765
969	0.8668422593	0.3444120414
970	0.8668422593	0.3443962801
971	0.8668422593	0.3443733901
972	0.8668422593	0.344372158
973	0.8668422593	0.3443698981
974	0.8668422593	0.3443679779
975	0.8668422593	0.3443518615
976	0.8669885865	0.3443487409
977	0.8669885865	0.3443476678
978	0.8669885865	0.3443447923
979	0.8669885865	0.3442607409
980	0.8669885865	0.3442388308
981	0.8669885865	0.3442377719
982	0.8669885865	0.3442333185
983	0.8672812409	0.3441884579
984	0.8672812409	0.3441849601
985	0.8672812409	0.3441809627
986	0.8671349137	0.3441759347
987	0.8671349137	0.3441700951
988	0.8671349137	0.3441630605
989	0.8672812409	0.3441163573
990	0.8672812409	0.3441130195
991	0.867427568	0.3441019687
992	0.8675738952	0.3440893867
993	0.867427568	0.3440732735
994	0.8675738952	0.3440675286
995	0.8678665496	0.3440599747
996	0.867427568	0.3440089598
997	0.867427568	0.3440028559
998	0.867427568	0.3439948915
999	0.8672812409	0.3439779115
